Timestamp,Event
1686489508108,Start
1686489508108,Spacebar
1686489508704,Spacebar
1686489509077,Spacebar
1686489509771,Spacebar
1686489510177,Spacebar
1686489510571,Spacebar
1686489510976,Spacebar
1686489511437,Spacebar
1686489511881,Spacebar
1686489512493,Spacebar
1686489512648,Spacebar
1686489512770,Spacebar
1686489512882,Spacebar
1686489512992,Spacebar
1686489513105,Spacebar
1686489513151,Over
1686489513219,Spacebar
1686489513341,Spacebar
1686489515530,Start
1686489516592,Spacebar
1686489517156,Spacebar
1686489517471,Spacebar
1686489517645,Spacebar
1686489517779,Spacebar
1686489517931,Spacebar
1686489518064,Spacebar
1686489518613,Spacebar
1686489519155,Spacebar
1686489519477,Spacebar
1686489519738,Spacebar
1686489520507,Spacebar
1686489520778,Spacebar
1686489521292,Spacebar
1686489521962,Spacebar
1686489522407,Spacebar
1686489522610,Spacebar
1686489522720,Spacebar
1686489522832,Spacebar
1686489522937,Spacebar
1686489523039,Spacebar
1686489523151,Over
1686489523154,Spacebar
1686489523265,Spacebar
1686489524546,Start
1686489525204,Spacebar
1686489525680,Spacebar
1686489526237,Spacebar
1686489526706,Spacebar
1686489527094,Spacebar
1686489527254,Spacebar
1686489527421,Spacebar
1686489528038,Spacebar
1686489528493,Spacebar
1686489528641,Spacebar
1686489528753,Spacebar
1686489528871,Spacebar
1686489528993,Spacebar
1686489529139,Spacebar
1686489529870,Spacebar
1686489530047,Spacebar
1686489530472,Spacebar
1686489530651,Over
1686489530673,Spacebar
1686489530878,Spacebar
1686489532123,Start
1686489532446,Spacebar
1686489532926,Spacebar
1686489533487,Spacebar
1686489534004,Spacebar
1686489534314,Spacebar
1686489534453,Spacebar
1686489534570,Spacebar
1686489534696,Spacebar
1686489534822,Spacebar
1686489535471,Spacebar
1686489535820,Spacebar
1686489536288,Spacebar
1686489536770,Spacebar
1686489537170,Spacebar
1686489537438,Spacebar
1686489537721,Spacebar
1686489537905,Spacebar
1686489538063,Spacebar
1686489538579,Spacebar
1686489539112,Spacebar
1686489539863,Spacebar
1686489540031,Spacebar
1686489540191,Spacebar
1686489540331,Spacebar
1686489540475,Spacebar
1686489540620,Spacebar
1686489541439,Spacebar
1686489541890,Spacebar
1686489542038,Spacebar
1686489542186,Spacebar
1686489542332,Spacebar
1686489542754,Spacebar
1686489542871,Spacebar
1686489543005,Spacebar
1686489543137,Spacebar
1686489543276,Spacebar
1686489543984,Over
1686489545042,Start
1686489545518,Spacebar
1686489546003,Spacebar
1686489546436,Spacebar
1686489547094,Spacebar
1686489547589,Spacebar
1686489547728,Spacebar
1686489547848,Spacebar
1686489547977,Spacebar
1686489548081,Spacebar
1686489548649,Spacebar
1686489549048,Spacebar
1686489549529,Spacebar
1686489549971,Spacebar
1686489550404,Spacebar
1686489550574,Spacebar
1686489550752,Spacebar
1686489551603,Spacebar
1686489551781,Spacebar
1686489551926,Spacebar
1686489552053,Spacebar
1686489552186,Spacebar
1686489552316,Spacebar
1686489552317,Over
1686489552452,Spacebar
1686489553486,Start
1686489553936,Spacebar
1686489554427,Spacebar
1686489554843,Spacebar
1686489555354,Spacebar
1686489555885,Spacebar
1686489556610,Spacebar
1686489556755,Spacebar
1686489556890,Spacebar
1686489557008,Spacebar
1686489557120,Spacebar
1686489557238,Spacebar
1686489557318,Over
1686489557352,Spacebar
1686489558624,Start
1686489559203,Spacebar
1686489559706,Spacebar
1686489560253,Spacebar
1686489560703,Spacebar
1686489561365,Spacebar
1686489561670,Spacebar
1686489561813,Spacebar
1686489561939,Spacebar
1686489562070,Spacebar
1686489562193,Spacebar
1686489562310,Spacebar
1686489562318,Over
1686489562425,Spacebar
1686489563788,Start
1686489564253,Spacebar
1686489564755,Spacebar
1686489565320,Spacebar
1686489565770,Spacebar
1686489565970,Spacebar
1686489566127,Spacebar
1686489566272,Spacebar
1686489566412,Spacebar
1686489567212,Spacebar
1686489567316,Over
1686489569258,Start
1686489569753,Spacebar
1686489570321,Spacebar
1686489570705,Spacebar
1686489571378,Spacebar
1686489571847,Spacebar
1686489572205,Spacebar
1686489572670,Spacebar
1686489572821,Spacebar
1686489572970,Spacebar
1686489573121,Spacebar
1686489573791,Spacebar
1686489574209,Spacebar
1686489574340,Spacebar
1686489574470,Spacebar
1686489574587,Spacebar
1686489574721,Spacebar
1686489574847,Spacebar
1686489575670,Spacebar
1686489576093,Spacebar
1686489576379,Spacebar
1686489576754,Spacebar
1686489576909,Spacebar
1686489577037,Spacebar
1686489577186,Spacebar
