Timestamp,Event
1686794441094,Start
1686794441094,Spacebar
1686794441537,Spacebar
1686794442018,Spacebar
1686794442682,Spacebar
1686794443012,Spacebar
1686794443178,Spacebar
1686794443327,Spacebar
1686794443420,Spacebar
1686794443611,Spacebar
1686794444409,Spacebar
1686794444859,Spacebar
1686794445288,Spacebar
1686794445810,Spacebar
1686794446107,Spacebar
1686794446318,Spacebar
1686794446387,Over
1686794446666,Spacebar
1686794448676,Start
1686794448994,Spacebar
1686794449451,Spacebar
1686794449776,Spacebar
1686794450093,Spacebar
1686794450620,Spacebar
1686794451043,Spacebar
1686794451811,Spacebar
1686794452100,Spacebar
1686794452552,Spacebar
1686794452835,Spacebar
1686794453259,Spacebar
1686794453502,Spacebar
1686794454211,Spacebar
1686794454617,Spacebar
1686794455087,Spacebar
1686794455530,Spacebar
1686794455671,Spacebar
1686794455795,Spacebar
1686794455943,Spacebar
1686794456060,Spacebar
1686794456794,Spacebar
1686794456960,Spacebar
1686794456974,Over
1686794458110,Start
1686794458368,Spacebar
1686794458776,Spacebar
1686794459344,Spacebar
1686794459869,Spacebar
1686794460348,Spacebar
1686794460783,Spacebar
1686794461276,Spacebar
1686794461542,Spacebar
1686794461891,Spacebar
1686794462290,Spacebar
1686794462709,Spacebar
1686794463574,Spacebar
1686794463901,Spacebar
1686794464076,Spacebar
1686794464210,Spacebar
1686794464426,Spacebar
1686794465198,Spacebar
1686794465438,Spacebar
1686794465597,Spacebar
1686794465760,Spacebar
1686794465910,Spacebar
1686794466140,Over
1686794467254,Start
1686794467527,Spacebar
1686794468192,Spacebar
1686794468427,Spacebar
1686794468862,Spacebar
1686794469033,Spacebar
1686794469218,Spacebar
1686794469571,Spacebar
1686794470028,Spacebar
1686794470285,Spacebar
1686794470976,Spacebar
1686794471310,Spacebar
1686794471969,Spacebar
1686794472197,Spacebar
1686794472692,Spacebar
1686794472914,Spacebar
1686794473330,Spacebar
1686794473845,Spacebar
1686794473987,Spacebar
1686794474125,Spacebar
1686794474314,Spacebar
1686794474473,Over
1686794474478,Spacebar
1686794475593,Start
1686794475853,Spacebar
