TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133348.3938,-4565.91,19250.92,7984.31,34665.16,30707.32,22792.77
1133348.3958,-4568.91,19291.36,8082.96,34685.33,30755.33,22830.2
1133348.3978,-4576.87,19317.44,8196.83,34696.96,30806.4,22865.11
1133348.3998,-4588.6,19340.18,8292.01,34712.46,30859.76,22901.73
1133348.4018,-4611.59,19362.07,8394.15,34724.14,30918.08,22943.45
1133348.4038,-4597.47,19336.75,8355.38,34707.6,30898.53,22926.38
1133348.4058,-4566.53,19304.23,8243.75,34690.77,30838.78,22880.99
1133348.4078,-4552.36,19281.77,8139.23,34681.04,30786.57,22841.03
1133348.4098,-4545.31,19254.73,8003.57,34665.87,30715.99,22793.82
1133348.4118,-4549.79,19284.39,8050.35,34684.57,30740.84,22816.71
1133348.4138,-4559.61,19319.92,8170.89,34701.64,30799.58,22858.43
1133348.4158,-4571.34,19337.32,8260.2,34704.74,30836.01,22881.75
1133348.4178,-4582.98,19357.87,8364.73,34712.7,30888.75,22916.84
1133348.4198,-4586.74,19355.35,8394.19,34711.51,30908.3,22924.19
1133348.4218,-4571.68,19312.86,8279.99,34687.95,30846.17,22875.74
1133348.4238,-4558.99,19286.35,8176.38,34678.51,30794.58,22835.64
1133348.4258,-4550.08,19257.93,8041.91,34665.3,30726.29,22789.81
1133348.4278,-4551.98,19271.38,8016.63,34674.7,30715.28,22791.72
1133348.4298,-4558.75,19316.96,8140.61,34701.78,30781.08,22839.36
1133348.4318,-4564.81,19342.62,8247.57,34714.51,30833.77,22877.41
1133348.4338,-4575.35,19359.11,8339.26,34726.72,30881.46,22915.7
1133348.4358,-4593.18,19366.08,8416.22,34725.53,30924.47,22942.97
1133348.4378,-4590.08,19324.73,8326.96,34697.44,30872.06,22900.11
1133348.4398,-4581.45,19296.31,8221.77,34686.52,30818.42,22858.67
1133348.4418,-4567.67,19270.47,8098.98,34673.74,30756.43,22812.04
1133348.4438,-4551.89,19258.26,8004.28,34668.4,30712.66,22784.95
1133348.4458,-4556.75,19297.32,8094.45,34693.05,30761.29,22823.77
1133348.4478,-4564.95,19328.79,8213.04,34707.55,30817.56,22864.3
1133348.4498,-4577.49,19349.72,8297.87,34717.04,30859.38,22896.24
1133348.4518,-4584.5,19374.99,8415.08,34734.16,30928.0,22946.03
1133348.4538,-4580.12,19345.52,8370.21,34717.04,30903.63,22925.24
1133348.4558,-4569.86,19313.53,8261.49,34701.07,30847.65,22884.75
1133348.4578,-4561.09,19283.15,8146.19,34684.33,30789.47,22839.45
1133348.4598,-4557.71,19253.64,8018.21,34667.16,30723.19,22796.06
1133348.4618,-4562.95,19274.9,8044.05,34683.57,30736.4,22810.46
1133348.4638,-4562.9,19313.0,8170.8,34703.21,30797.44,22854.62
1133348.4658,-4563.09,19333.7,8261.25,34709.84,30837.63,22883.08
1133348.4678,-4577.35,19358.59,8379.79,34722.0,30900.53,22929.53
1133348.4698,-4592.04,19346.0,8390.28,34712.94,30910.16,22929.53
