TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133267.4171,-4026.75,20678.95,9197.62,36196.38,32631.35,24305.16
1133267.4191,-4046.97,20720.48,9336.66,36219.98,32698.97,24356.32
1133267.4211,-4074.1,20742.94,9462.31,36227.18,32751.28,24394.47
1133267.4231,-4084.87,20752.34,9562.78,36228.8,32801.87,24433.9
1133267.4251,-4089.17,20753.43,9610.75,36236.29,32839.83,24464.42
1133267.4271,-4081.15,20719.2,9494.26,36217.6,32783.04,24415.88
1133267.4291,-4055.79,20693.69,9377.62,36206.54,32727.96,24370.63
1133267.4311,-4026.27,20664.07,9232.19,36188.8,32653.0,24311.78
1133267.4331,-4016.92,20671.7,9173.35,36197.24,32626.54,24295.91
1133267.4351,-4025.41,20726.73,9306.43,36233.14,32698.02,24354.99
1133267.4371,-4033.09,20752.53,9442.76,36243.82,32755.95,24396.61
1133267.4391,-4042.53,20761.02,9537.46,36243.3,32793.29,24420.07
1133267.4411,-4066.18,20763.64,9620.14,36245.49,32843.02,24456.65
1133267.4431,-4065.37,20732.93,9543.09,36225.61,32806.59,24427.13
1133267.4451,-4055.07,20705.37,9420.35,36212.45,32746.8,24383.31
1133267.4471,-4039.86,20680.33,9290.51,36200.91,32684.23,24333.62
1133267.4491,-4029.75,20656.21,9162.95,36188.08,32616.91,24287.66
1133267.4511,-4040.67,20686.1,9238.91,36204.87,32652.91,24317.41
1133267.4531,-4047.01,20725.06,9389.26,36225.99,32724.77,24372.87
1133267.4551,-4061.84,20741.04,9492.83,36231.86,32768.4,24403.57
1133267.4571,-4079.96,20758.3,9601.88,36244.68,32833.2,24449.54
1133267.4591,-4083.97,20737.56,9578.42,36235.77,32833.06,24443.1
1133267.4611,-4081.06,20699.79,9451.1,36213.83,32765.58,24390.65
1133267.4631,-4071.24,20674.52,9327.84,36198.67,32700.21,24335.48
1133267.4651,-4050.83,20656.3,9188.75,36188.61,32632.83,24288.7
1133267.4671,-4035.28,20679.86,9204.05,36207.87,32642.51,24304.2
1133267.4691,-4040.81,20715.72,9345.91,36226.09,32709.75,24353.79
1133267.4711,-4042.77,20735.93,9459.45,36235.24,32758.38,24388.98
1133267.4731,-4049.97,20762.78,9576.85,36255.79,32823.33,24443.34
1133267.4751,-4055.21,20760.92,9618.24,36255.41,32851.08,24459.65
1133267.4771,-4052.73,20725.78,9511.14,36232.76,32793.43,24405.77
1133267.4791,-4044.25,20698.84,9388.97,36217.98,32731.54,24355.03
1133267.4811,-4020.55,20680.19,9256.41,36208.68,32668.88,24310.97
1133267.4831,-4034.38,20663.31,9171.44,36190.47,32616.14,24274.4
1133267.4851,-4051.07,20698.93,9290.08,36210.92,32673.41,24322.89
1133267.4871,-4054.64,20730.78,9422.59,36223.94,32733.97,24367.0
1133267.4891,-4058.12,20759.97,9544.8,36242.06,32796.24,24414.35
1133267.4911,-4068.18,20773.22,9634.78,36252.6,32853.46,24458.94
1133267.4931,-4065.99,20738.46,9551.62,36232.71,32816.6,24426.22
1133267.4951,-4061.89,20694.74,9411.15,36207.39,32741.65,24366.29
1133267.4971,-4058.55,20672.61,9288.74,36195.9,32680.18,24322.13
1133267.4991,-4036.52,20657.11,9168.91,36189.13,32619.43,24282.74
1133267.5011,-4038.24,20693.92,9249.59,36215.02,32662.25,24322.66
1133267.5031,-4055.21,20728.07,9389.54,36231.09,32728.15,24373.3
1133267.5051,-4070.0,20742.61,9493.26,36233.52,32768.97,24395.66
1133267.5071,-4088.45,20748.47,9598.02,36237.29,32827.72,24437.0
1133267.509,-4089.4,20727.06,9572.79,36228.33,32822.33,24430.04
1133267.511,-4068.52,20696.26,9451.01,36213.55,32766.44,24384.88
1133267.513,-4042.96,20674.14,9331.37,36202.86,32708.79,24338.63
1133267.515,-4023.7,20650.29,9196.33,36191.37,32637.84,24290.99
1133267.517,-4033.38,20667.22,9199.53,36202.86,32637.46,24298.58
1133267.519,-4051.07,20708.71,9344.87,36225.75,32707.65,24352.98
1133267.521,-4058.12,20734.69,9463.65,36234.91,32757.48,24388.03
1133267.523,-4071.95,20755.1,9578.42,36245.06,32815.94,24435.0
1133267.525,-4080.87,20745.8,9611.85,36240.3,32841.02,24447.4
1133267.527,-4068.42,20712.14,9504.41,36223.42,32791.14,24406.96
1133267.529,-4052.54,20687.06,9379.15,36213.93,32730.49,24363.71
1133267.531,-4053.31,20652.3,9240.44,36191.61,32657.1,24310.07
1133267.533,-4040.29,20652.77,9163.43,36191.42,32614.52,24281.89
1133267.535,-4048.06,20701.27,9298.99,36219.22,32683.09,24338.06
1133267.537,-4074.05,20728.4,9425.55,36228.71,32737.45,24376.25
1133267.539,-4084.4,20746.14,9534.07,36234.81,32786.9,24409.68
1133267.541,-4081.11,20748.52,9606.89,36236.1,32827.52,24437.95
1133267.543,-4070.38,20713.0,9536.41,36212.97,32794.29,24408.96
1133267.545,-4061.51,20672.28,9398.51,36193.8,32726.29,24355.08
1133267.547,-4045.25,20659.02,9288.12,36187.37,32673.89,24315.69
1133267.549,-4032.9,20636.8,9152.41,36173.01,32600.26,24263.1
1133267.551,-4044.82,20669.61,9236.29,36192.37,32642.94,24301.44
1133267.553,-4059.79,20703.51,9372.76,36206.15,32702.97,24346.26
1133267.555,-4076.67,20729.45,9491.06,36217.03,32756.62,24388.27
1133267.557,-4088.45,20746.66,9591.15,36230.52,32816.37,24437.38
1133267.559,-4086.49,20730.16,9580.66,36218.74,32814.7,24431.14
1133267.561,-4068.66,20694.07,9451.49,36202.58,32752.33,24379.16
1133267.563,-4049.87,20676.09,9343.29,36198.48,32705.45,24344.02
1133267.565,-4031.75,20643.05,9185.27,36177.16,32620.82,24283.94
