TimeStamp,Code
1133353.0306,sw_1
1133355.4184,sw_1
1133357.6004,sw_1
1133359.4107,sw_1
1133361.1443,sw_1
1133362.6937,sw_1
1133364.4268,sw_1
1133366.0153,sw_1
1133367.9777,sw_1
1133369.8411,sw_1
1133371.5763,sw_1
1133373.1539,sw_1
1133374.8683,sw_1
1133376.9172,sw_1
