TimeStamp,Code
1133132.5694,sw_1
1133134.2543,sw_1
1133135.7764,sw_1
1133137.3706,sw_1
1133138.899,sw_1
1133140.3594,sw_1
1133141.8181,sw_1
1133143.3744,sw_1
1133144.922,sw_1
