TimeStamp,Code
1133031.1706,sw_1
1133047.7356,sw_1
1133050.3982,sw_1
1133051.7825,sw_1
1133052.8822,sw_1
1133053.8951,sw_1
1133055.2896,sw_1
1133056.3892,sw_1
1133057.5636,sw_1
1133058.5616,sw_1
1133059.2748,sw_1
1133061.2586,sw_1
1133062.2308,sw_1
1133063.2058,sw_1
1133067.4838,sw_1
1133068.243,sw_1
1133072.4535,sw_1
1133073.27,sw_1
1133074.7115,sw_1
1133076.1073,sw_1
1133078.2324,sw_1
1133079.4327,sw_1
1133080.4637,sw_1
1133081.5086,sw_1
