TimeStamp,AF7,FP1,FP2,AF8,O1,O2,I1,I2
1051719.8919,13289.93,4064.7,-5189.47,10472.59,27413.18,-3343.73,3564.98,24725.58
1051719.8959,13302.18,4115.68,-5149.89,10482.88,27767.66,-2996.02,4854.11,24874.45
1051719.8999,13332.99,4258.3,-5085.42,10474.25,27960.97,-2828.22,5737.07,24952.22
1051719.9039,13341.57,4241.66,-5092.19,10479.5,27604.06,-3141.26,4560.66,24848.37
1051719.9079,13309.53,4089.83,-5159.76,10482.65,27374.8,-3374.0,3488.02,24685.48
1051719.9119,13288.88,4089.98,-5165.58,10457.66,27712.4,-3045.85,4612.64,24851.8
1051719.9159,13297.99,4217.2,-5107.16,10448.12,27940.71,-2824.16,5687.86,24968.44
1051719.9199,13319.06,4251.67,-5096.48,10462.09,27661.14,-3094.01,4802.85,24835.26
1051719.9239,13298.32,4107.52,-5164.34,10459.57,27359.87,-3396.94,3500.94,24644.76
1051719.9279,13285.21,4067.33,-5189.94,10459.38,27629.76,-3133.2,4336.17,24768.78
1051719.9319,13305.33,4205.18,-5126.43,10450.75,27941.75,-2826.31,5610.28,24937.63
1051719.9359,13307.05,4246.38,-5116.03,10443.45,27748.54,-3031.44,5103.87,24807.6
1051719.9399,13302.76,4127.36,-5176.88,10448.17,27374.22,-3383.97,3607.94,24625.59
1051719.9439,13271.43,4036.71,-5214.07,10433.63,27552.85,-3186.13,4081.25,24737.89
1051719.9479,13297.37,4173.57,-5140.73,10446.65,27895.02,-2846.58,5455.73,24927.81
1051719.9519,13328.46,4273.51,-5082.18,10479.59,27835.66,-2914.86,5392.36,24906.3
1051719.9559,13305.0,4152.87,-5132.77,10449.7,27442.98,-3275.44,3855.37,24773.79
1051719.9599,13286.16,4045.87,-5197.1,10434.82,27536.82,-3187.18,3943.16,24788.43
1051719.9639,13284.78,4160.74,-5139.02,10459.33,27873.28,-2891.11,5316.31,24839.83
1051719.9679,13322.12,4273.37,-5076.5,10467.01,27883.49,-2880.05,5567.98,24863.2
1051719.9719,13336.04,4210.28,-5103.21,10464.96,27465.3,-3288.17,4021.36,24636.99
1051719.9759,13295.99,4063.08,-5179.07,10454.23,27435.5,-3291.8,3677.27,24661.73
1051719.9799,13297.37,4135.56,-5148.46,10449.55,27831.51,-2904.94,5101.97,24879.79
1051719.9839,13321.35,4261.92,-5093.24,10456.85,27960.16,-2794.08,5750.85,24944.98
1051719.9879,13295.8,4210.42,-5112.74,10464.0,27559.43,-3181.31,4357.53,24745.85
1051719.9919,13293.32,4076.86,-5184.46,10460.57,27393.82,-3366.09,3574.28,24545.86
1051719.9959,13317.44,4127.69,-5156.95,10452.08,27786.07,-3000.21,4896.74,24746.85
1051719.9999,13333.23,4256.44,-5077.79,10468.44,27968.27,-2816.63,5748.42,24865.58
1051720.0039,13319.92,4229.74,-5081.51,10492.71,27609.88,-3144.98,4574.92,24705.7
1051720.0079,13281.49,4069.81,-5159.19,10478.12,27375.99,-3366.33,3522.06,24579.62
1051720.0119,13269.71,4070.04,-5185.03,10438.63,27725.56,-3039.12,4649.12,24731.54
1051720.0159,13295.56,4204.75,-5132.77,10419.27,27988.63,-2775.48,5761.43,24900.25
1051720.0198,13281.73,4213.05,-5110.07,10437.87,27702.14,-3049.47,4922.82,24761.25
1051720.0238,13295.8,4112.82,-5145.65,10471.73,27384.28,-3332.71,3592.87,24611.76
1051720.0278,13294.36,4069.52,-5187.18,10443.02,27663.52,-3070.93,4394.91,24754.81
1051720.0318,13312.96,4204.23,-5133.01,10416.37,27962.5,-2763.99,5651.67,24943.97
1051720.0358,13345.67,4276.09,-5084.13,10453.61,27787.4,-2918.43,5202.2,24882.46
1051720.0398,13275.82,4125.79,-5161.1,10442.78,27386.38,-3347.49,3723.76,24535.23
1051720.0438,13255.55,4033.8,-5207.25,10417.61,27575.69,-3176.45,4182.58,24606.56
1051720.0478,13295.65,4162.41,-5144.74,10420.51,27930.26,-2780.63,5553.29,24915.27
1051720.0518,13315.35,4246.38,-5112.6,10422.71,27862.36,-2874.09,5499.03,24853.42
1051720.0558,13264.66,4129.36,-5178.6,10415.79,27454.0,-3275.68,3959.56,24632.27
1051720.0598,13254.21,4023.98,-5228.81,10413.98,27483.04,-3203.73,3915.64,24677.66
1051720.0638,13303.57,4157.16,-5145.36,10418.8,27840.9,-2879.62,5289.94,24783.52
1051720.0678,13348.1,4282.62,-5069.07,10461.95,27871.47,-2880.43,5610.75,24761.2
1051720.0718,13338.85,4202.65,-5092.29,10478.69,27470.88,-3243.3,4144.72,24618.68
1051720.0758,13281.2,4048.92,-5160.86,10478.16,27408.03,-3282.6,3710.08,24581.82
1051720.0798,13301.33,4134.27,-5130.63,10469.2,27782.4,-2932.12,5081.23,24743.08
1051720.0838,13339.38,4271.7,-5091.72,10451.51,27916.39,-2795.03,5730.53,24870.64
1051720.0878,13329.36,4222.06,-5113.13,10458.8,27540.88,-3153.42,4414.46,24709.51
1051720.0918,13294.89,4072.43,-5168.06,10484.55,27397.68,-3277.59,3647.04,24628.12
1051720.0958,13283.64,4088.45,-5181.22,10414.98,27748.45,-2931.74,4911.47,24801.69
1051720.0998,13309.91,4218.01,-5107.98,10417.18,27938.18,-2765.94,5785.18,24882.03
1051720.1038,13319.21,4234.27,-5094.96,10451.89,27630.05,-3096.2,4724.41,24701.84
1051720.1078,13293.79,4088.93,-5159.71,10451.51,27365.26,-3320.79,3598.4,24592.26
1051720.1118,13292.22,4081.44,-5166.77,10446.65,27690.32,-2982.86,4644.54,24791.43
1051720.1158,13327.55,4234.17,-5089.86,10451.75,27962.97,-2736.76,5783.13,24907.4
1051720.1198,13322.07,4252.72,-5079.6,10464.96,27733.33,-2961.83,5080.22,24830.15
1051720.1238,13283.3,4101.18,-5146.03,10461.52,27381.33,-3253.6,3681.95,24708.46
1051720.1278,13276.91,4056.98,-5180.22,10444.59,27610.21,-3025.06,4383.14,24778.27
1051720.1318,13316.59,4196.6,-5118.47,10442.83,27923.06,-2759.98,5659.96,24878.22
1051720.1358,13322.4,4244.33,-5102.59,10435.77,27780.82,-2913.71,5304.15,24822.29
1051720.1398,13284.11,4112.24,-5156.8,10440.02,27377.8,-3298.71,3790.24,24591.54
1051720.1438,13255.74,4020.02,-5196.91,10422.18,27517.85,-3123.33,4101.47,24689.15
1051720.1477,13276.44,4170.37,-5124.28,10435.68,27878.34,-2803.42,5465.03,24803.36
1051720.1517,13338.57,4277.85,-5078.32,10445.02,27827.17,-2883.48,5473.9,24771.36
1051720.1557,13315.58,4177.76,-5126.76,10438.63,27409.84,-3269.63,3934.91,24613.48
1051720.1597,13281.63,4058.36,-5184.17,10452.46,27449.61,-3217.6,3891.85,24595.55
1051720.1637,13295.94,4145.24,-5133.96,10456.23,27843.86,-2848.82,5325.41,24815.9
1051720.1677,13327.5,4254.77,-5096.25,10429.15,27922.06,-2795.17,5736.02,24883.65
1051720.1717,13255.98,4162.36,-5130.01,10425.85,27496.01,-3175.45,4239.61,24708.89
1051720.1757,13241.44,4025.03,-5184.98,10438.78,27413.09,-3236.25,3734.73,24640.66
1051720.1797,13337.8,4163.22,-5112.22,10482.12,27811.34,-2868.22,5131.2,24836.73
1051720.1837,13361.98,4296.97,-5052.38,10474.87,27955.96,-2728.8,5812.93,24944.17
1051720.1877,13328.03,4204.23,-5098.87,10437.11,27563.1,-3099.2,4483.18,24763.54
1051720.1917,13323.26,4066.28,-5175.54,10425.47,27385.91,-3280.88,3668.69,24594.21
1051720.1957,13345.0,4127.41,-5133.15,10456.94,27756.74,-2926.45,4914.24,24787.57
1051720.1997,13371.52,4295.06,-5067.73,10455.09,27949.96,-2734.18,5800.44,24914.36
1051720.2037,13367.13,4288.82,-5064.06,10458.57,27627.66,-3047.23,4759.36,24764.25
1051720.2077,13331.46,4134.8,-5144.55,10433.58,27371.55,-3300.38,3645.8,24597.46
1051720.2117,13333.23,4115.96,-5151.61,10429.34,27689.51,-3005.5,4674.48,24724.1
1051720.2157,13384.34,4274.32,-5055.48,10451.22,27956.44,-2744.87,5807.02,24880.84
1051720.2197,13376.62,4285.48,-5047.08,10459.95,27714.64,-2961.87,5094.72,24812.7
1051720.2237,13312.29,4123.88,-5122.52,10450.41,27383.81,-3254.08,3685.76,24683.81
1051720.2277,13330.99,4112.43,-5130.01,10458.52,27615.31,-3048.85,4369.93,24721.05
1051720.2317,13373.52,4258.78,-5053.38,10456.13,27940.56,-2754.97,5684.09,24878.08
1051720.2357,13372.57,4298.83,-5039.26,10455.23,27778.49,-2914.48,5311.87,24810.79
1051720.2397,13354.78,4175.9,-5100.63,10456.99,27390.15,-3278.3,3796.2,24618.53
1051720.2437,13327.5,4075.48,-5151.94,10437.82,27555.04,-3072.93,4149.58,24805.26
