TimeStamp,P3,P4,F3,F4,FP1,I1,I2,FP2
1390048.7137,2133.23,11571.22,33206.47,32023.34,24247.12,27307.23,11430.41,8609.49
1390048.7157,2581.55,11618.47,33216.67,32024.63,24246.98,27346.23,11519.05,8607.15
1390048.7177,3010.46,11691.29,33210.47,32008.22,24226.57,27371.36,11628.01,8585.31
1390048.7197,3194.05,11755.61,33195.64,31989.01,24206.78,27383.04,11719.8,8563.42
1390048.7217,3034.12,11787.8,33189.97,31992.44,24201.21,27371.6,11744.21,8557.99
1390048.7237,2509.64,11752.32,33178.67,31986.48,24201.59,27326.78,11666.01,8562.38
1390048.7257,1967.62,11655.95,33183.01,31995.3,24219.37,27293.4,11529.21,8581.07
1390048.7277,1779.22,11591.63,33205.56,32028.63,24245.31,27289.82,11432.51,8610.39
1390048.7297,2004.1,11579.18,33224.16,32042.55,24253.71,27309.71,11422.11,8619.69
1390048.7317,2430.11,11611.08,33225.64,32029.78,24244.41,27341.32,11489.49,8607.91
1390048.7337,2888.35,11674.55,33227.21,32017.85,24232.77,27375.7,11597.59,8597.28
1390048.7357,3177.55,11742.16,33212.57,31998.88,24214.8,27391.48,11697.63,8579.3
1390048.7377,3126.1,11772.59,33189.73,31980.95,24195.24,27383.04,11742.07,8559.75
1390048.7397,2722.6,11772.68,33181.39,31984.76,24201.83,27355.53,11704.26,8565.81
1390048.7417,2119.45,11682.08,33179.24,31985.86,24213.89,27312.81,11563.83,8577.3
1390048.7437,1803.59,11600.88,33191.4,32005.84,24238.06,27295.16,11456.4,8592.99
1390048.7457,1899.19,11569.84,33209.04,32023.48,24254.32,27307.7,11424.3,8609.39
1390048.7477,2287.86,11590.72,33220.25,32025.2,24249.94,27333.69,11465.17,8606.01
1390048.7497,2736.14,11638.6,33219.1,32025.05,24236.11,27360.16,11555.82,8593.23
1390048.7517,3128.67,11719.51,33209.71,32017.76,24214.32,27385.67,11669.97,8574.2
1390048.7537,3184.94,11759.14,33189.35,31995.68,24193.1,27391.48,11735.39,8556.94
1390048.7557,2906.37,11774.4,33177.09,31985.95,24188.0,27359.68,11727.48,8552.65
1390048.7577,2305.46,11706.88,33176.47,31990.72,24203.83,27318.81,11619.86,8563.95
1390048.7597,1877.59,11622.0,33187.92,32010.42,24229.1,27294.07,11497.17,8588.17
1390048.7617,1807.98,11566.35,33201.13,32032.45,24241.4,27292.92,11418.58,8600.86
1390048.7637,2144.24,11576.27,33215.29,32037.88,24244.74,27323.06,11442.66,8604.1
1390048.7657,2569.72,11611.18,33214.86,32016.38,24230.53,27353.0,11523.49,8584.17
1390048.7677,3020.95,11685.99,33202.08,31993.77,24209.17,27379.75,11633.92,8555.32
1390048.7697,3176.12,11740.64,33185.82,31968.31,24195.44,27392.92,11722.76,8547.69
1390048.7717,3045.03,11778.55,33181.48,31967.07,24192.62,27381.57,11744.79,8553.65
1390048.7737,2516.84,11746.07,33186.11,31982.04,24211.27,27352.15,11670.64,8577.63
1390048.7757,1999.47,11659.34,33191.35,31998.11,24232.49,27322.01,11546.76,8596.95
1390048.7777,1783.7,11587.62,33198.55,32018.62,24249.27,27311.66,11445.62,8611.82
1390048.7797,2020.5,11572.27,33206.37,32029.82,24246.22,27319.96,11429.98,8608.72
1390048.7817,2418.61,11597.3,33213.52,32024.34,24240.16,27345.85,11489.58,8601.14
1390048.7837,2901.03,11670.97,33217.34,32015.28,24226.33,27379.33,11599.59,8588.03
1390048.7857,3176.4,11741.73,33207.61,32000.12,24205.59,27401.5,11703.97,8572.77
1390048.7877,3155.14,11782.17,33187.92,31987.38,24191.53,27392.34,11752.56,8558.23
1390048.7897,2707.82,11759.66,33168.89,31975.08,24186.14,27351.53,11697.72,8553.74
1390048.7917,2132.65,11673.59,33165.13,31982.47,24198.01,27308.18,11565.16,8561.71
1390048.7937,1789.95,11594.96,33183.29,32005.79,24227.1,27290.78,11445.71,8584.98
1390048.7957,1895.09,11564.4,33198.36,32023.86,24237.97,27295.5,11404.66,8587.22
1390048.7977,2250.72,11569.31,33199.31,32024.05,24232.96,27323.01,11447.86,8563.47
1390048.7997,2735.09,11625.1,33204.94,32032.02,24224.24,27358.73,11540.7,8562.38
1390048.8017,3108.02,11707.59,33207.09,32028.92,24209.45,27391.63,11657.43,8564.71
1390048.8037,3188.52,11759.95,33196.64,32006.89,24193.53,27394.63,11731.67,8562.38
1390048.8057,2897.07,11781.79,33191.4,31995.82,24190.62,27368.41,11727.14,8565.67
1390048.8077,2322.34,11717.46,33188.59,31990.01,24203.49,27331.45,11620.24,8579.06
1390048.8097,1863.19,11620.95,33190.11,32001.02,24221.61,27299.22,11489.82,8593.75
1390048.8117,1809.41,11562.87,33199.84,32020.86,24236.35,27292.83,11408.28,8606.53
1390048.8137,2124.45,11568.45,33207.61,32031.3,24238.06,27317.43,11428.07,8604.24
1390048.8157,2580.69,11622.29,33221.2,32044.8,24243.36,27363.26,11522.49,8606.05
1390048.8177,3022.1,11705.78,33219.82,32029.06,24236.06,27396.3,11639.74,8600.28
1390048.8197,3196.67,11755.13,33196.02,31995.35,24213.03,27398.64,11723.42,8580.88
1390048.8217,3043.56,11779.5,33174.38,31975.99,24195.39,27375.99,11740.88,8561.04
1390048.8237,2503.92,11733.91,33163.65,31971.51,24194.48,27329.35,11647.89,8563.23
1390048.8257,1978.83,11648.04,33176.19,31988.62,24217.99,27298.93,11517.96,8588.22
1390048.8277,1776.03,11576.32,33198.31,32014.61,24247.08,27291.16,11422.83,8612.11
1390048.8297,2012.87,11569.07,33215.91,32029.11,24257.76,27308.66,11417.82,8622.6
