Timestamp,Event
1686793440999,Start
1686793440999,Spacebar
1686793441471,Spacebar
1686793441832,Spacebar
1686793442339,Spacebar
1686793442907,Spacebar
1686793443205,Spacebar
1686793443388,Spacebar
1686793443783,Spacebar
1686793444255,Spacebar
1686793444539,Spacebar
1686793445139,Spacebar
1686793445572,Spacebar
1686793446255,Spacebar
1686793446439,Spacebar
1686793446920,Spacebar
1686793447205,Spacebar
1686793447390,Spacebar
1686793447554,Spacebar
1686793447683,Spacebar
1686793447840,Spacebar
1686793448396,Spacebar
1686793448578,Spacebar
1686793449157,Spacebar
1686793449295,Spacebar
1686793449455,Spacebar
1686793449625,Spacebar
1686793450301,Over
1686793452088,Start
1686793452393,Spacebar
1686793452842,Spacebar
1686793453438,Spacebar
1686793454128,Spacebar
1686793454599,Spacebar
1686793454755,Spacebar
1686793454922,Spacebar
1686793455062,Spacebar
1686793455205,Spacebar
1686793455787,Spacebar
1686793455972,Spacebar
1686793456174,Spacebar
1686793456622,Spacebar
1686793456782,Spacebar
1686793456989,Spacebar
1686793457721,Spacebar
1686793458078,Spacebar
1686793458222,Spacebar
1686793458354,Spacebar
1686793458488,Spacebar
1686793458620,Spacebar
1686793458633,Over
1686793459674,Start
1686793460005,Spacebar
1686793460555,Spacebar
1686793461075,Spacebar
1686793461322,Spacebar
1686793461471,Spacebar
1686793461595,Spacebar
1686793461726,Spacebar
1686793461854,Spacebar
1686793461966,Over
1686793461988,Spacebar
1686793463027,Start
1686793463337,Spacebar
1686793463987,Spacebar
1686793464485,Spacebar
1686793464636,Spacebar
1686793464779,Spacebar
1686793464899,Spacebar
1686793465025,Spacebar
1686793465159,Spacebar
1686793465286,Spacebar
1686793465301,Over
1686793466320,Start
1686793466655,Spacebar
1686793467208,Spacebar
1686793467696,Spacebar
1686793467925,Spacebar
1686793468154,Spacebar
1686793468321,Spacebar
1686793468491,Spacebar
1686793469292,Spacebar
1686793469672,Spacebar
1686793469870,Spacebar
1686793470019,Spacebar
1686793470160,Spacebar
1686793470553,Spacebar
1686793470712,Spacebar
1686793471021,Spacebar
1686793471181,Spacebar
1686793471997,Spacebar
1686793472461,Spacebar
1686793472721,Spacebar
1686793472888,Spacebar
1686793473642,Spacebar
1686793473810,Spacebar
1686793473988,Spacebar
1686793474138,Spacebar
1686793474308,Spacebar
1686793475071,Spacebar
1686793475271,Spacebar
1686793475479,Spacebar
1686793475822,Spacebar
1686793476026,Spacebar
1686793476425,Spacebar
1686793476565,Spacebar
1686793476705,Spacebar
1686793476854,Spacebar
1686793476967,Over
1686793477002,Spacebar
1686793478154,Start
1686793478442,Spacebar
1686793478945,Spacebar
1686793479160,Spacebar
1686793479630,Spacebar
1686793480306,Spacebar
1686793480686,Spacebar
1686793481153,Spacebar
1686793481460,Spacebar
1686793481831,Spacebar
1686793482504,Spacebar
1686793482810,Spacebar
1686793483355,Spacebar
1686793483732,Spacebar
1686793484023,Spacebar
1686793484513,Spacebar
1686793484972,Spacebar
1686793485190,Spacebar
1686793485594,Spacebar
1686793485738,Spacebar
1686793485896,Spacebar
1686793486036,Spacebar
1686793486452,Spacebar
1686793487121,Spacebar
1686793487133,Over
1686793488308,Start
1686793488563,Spacebar
1686793489059,Spacebar
1686793489354,Spacebar
1686793489953,Spacebar
1686793490336,Spacebar
1686793490504,Spacebar
1686793490649,Spacebar
1686793490794,Spacebar
1686793490929,Spacebar
1686793491066,Spacebar
1686793491649,Spacebar
1686793492156,Spacebar
1686793492733,Spacebar
1686793493104,Spacebar
1686793493312,Spacebar
1686793493604,Spacebar
1686793494071,Spacebar
1686793494254,Spacebar
1686793494740,Spacebar
1686793495237,Spacebar
1686793495737,Spacebar
1686793496287,Spacebar
1686793496947,Spacebar
1686793497571,Spacebar
1686793497855,Spacebar
1686793498321,Spacebar
1686793498513,Spacebar
1686793498857,Spacebar
1686793499037,Spacebar
1686793499204,Spacebar
1686793499355,Spacebar
1686793499521,Spacebar
1686793500347,Spacebar
1686793500828,Spacebar
1686793501115,Spacebar
1686793501404,Spacebar
1686793501561,Spacebar
1686793501705,Spacebar
1686793501838,Spacebar
1686793502004,Spacebar
1686793502862,Spacebar
1686793503038,Spacebar
1686793503279,Spacebar
1686793503462,Spacebar
1686793503627,Spacebar
1686793504355,Spacebar
1686793504865,Spacebar
1686793505056,Spacebar
1686793505426,Spacebar
1686793505981,Spacebar
1686793506277,Spacebar
1686793506447,Spacebar
1686793506604,Spacebar
1686793506740,Spacebar
1686793506876,Spacebar
1686793507488,Spacebar
1686793507708,Spacebar
1686793508505,Spacebar
1686793508988,Spacebar
1686793509149,Spacebar
1686793509295,Spacebar
1686793509442,Spacebar
1686793509466,Over
1686793510605,Start
1686793511304,Spacebar
1686793511894,Spacebar
1686793512270,Spacebar
1686793512476,Spacebar
1686793513029,Spacebar
1686793513638,Spacebar
1686793514023,Spacebar
1686793514346,Spacebar
1686793514697,Spacebar
1686793514863,Spacebar
1686793515044,Spacebar
1686793515187,Spacebar
1686793515988,Spacebar
1686793516398,Spacebar
1686793516572,Spacebar
1686793516738,Spacebar
1686793517280,Spacebar
1686793517738,Spacebar
1686793518374,Spacebar
1686793518815,Spacebar
1686793518995,Spacebar
1686793519297,Spacebar
1686793519706,Spacebar
1686793519871,Spacebar
1686793520021,Spacebar
1686793520157,Spacebar
1686793520303,Spacebar
1686793520314,Over
1686793521777,Start
1686793522260,Spacebar
1686793522812,Spacebar
1686793522986,Spacebar
1686793523115,Spacebar
1686793523280,Spacebar
1686793523411,Spacebar
1686793523537,Spacebar
1686793523634,Over
1686793523644,Spacebar
1686793525312,Start
1686793525732,Spacebar
1686793526221,Spacebar
1686793526954,Spacebar
1686793527437,Spacebar
1686793527814,Spacebar
1686793528314,Spacebar
1686793528760,Spacebar
1686793529354,Spacebar
1686793529695,Spacebar
1686793529840,Spacebar
1686793530004,Spacebar
1686793530154,Spacebar
1686793530304,Spacebar
1686793530671,Spacebar
1686793530879,Spacebar
1686793531260,Spacebar
1686793531754,Spacebar
1686793532438,Spacebar
1686793532954,Spacebar
1686793533362,Spacebar
1686793533588,Spacebar
1686793534402,Spacebar
1686793534695,Spacebar
1686793534848,Spacebar
1686793534997,Spacebar
1686793535138,Spacebar
1686793535274,Spacebar
1686793535317,Over
1686793536628,Start
1686793536877,Spacebar
1686793537322,Spacebar
1686793537715,Spacebar
1686793538337,Spacebar
1686793538582,Spacebar
1686793538974,Spacebar
1686793539141,Spacebar
