TimeStamp,Code
1052831.7327,sw_1
1052840.5179,sw_1
1052847.4567,sw_1
1052855.7368,sw_1
1052887.991,sw_1
1052911.2594,sw_1
1052925.7804,sw_1
1052984.7505,sw_1
