TimeStamp,AF7,FP1,FP2,AF8,O1,O2,I1,I2
1051853.6095,12097.79,5328.61,-4748.3,11305.86,27933.98,4411.79,12699.41,17153.98
1051853.6135,12089.16,5336.29,-4744.96,11293.08,27817.35,4058.5,12202.41,17000.58
1051853.6175,12069.42,5293.47,-4776.43,11283.07,27849.11,4166.79,12272.41,17045.64
1051853.6215,12049.15,5255.89,-4808.14,11270.81,27934.98,4530.62,12802.08,17215.02
1051853.6255,12087.97,5319.64,-4747.44,11315.3,27915.67,4445.65,12753.2,17225.79
1051853.6295,12116.24,5368.09,-4701.42,11340.57,27827.03,4107.14,12261.06,17096.9
1051853.6335,12124.35,5354.55,-4710.77,11341.14,27855.11,4159.64,12239.89,17163.18
1051853.6375,12093.97,5298.81,-4763.08,11309.58,27943.9,4525.9,12769.94,17325.5
1051853.6415,12093.35,5322.7,-4745.39,11318.64,27917.25,4515.79,12850.57,17338.18
1051853.6455,12143.9,5394.46,-4682.64,11352.54,27840.47,4177.14,12357.19,17211.25
1051853.6495,12136.79,5377.72,-4693.51,11342.05,27843.57,4134.37,12217.57,17206.81
1051853.6535,12109.14,5322.41,-4746.53,11317.54,27937.7,4481.32,12692.5,17370.37
1051853.6575,12104.37,5332.66,-4741.57,11325.84,27955.49,4592.32,12946.18,17430.98
1051853.6615,12147.24,5399.04,-4685.59,11351.78,27869.61,4250.05,12470.58,17312.81
1051853.6655,12197.88,5444.29,-4636.15,11398.51,27874.52,4150.96,12251.43,17289.74
1051853.6695,12146.76,5371.95,-4693.22,11371.33,27940.61,4449.89,12622.41,17431.17
1051853.6735,12101.84,5333.85,-4738.95,11333.66,27971.89,4637.29,12991.24,17535.35
1051853.6774,12109.23,5364.66,-4721.36,11322.88,27880.24,4305.27,12569.24,17408.18
1051853.6814,12131.5,5390.12,-4692.79,11344.43,27845.82,4109.24,12243.7,17330.51
1051853.6854,12088.06,5315.3,-4764.61,11293.7,27880.62,4329.4,12506.2,17421.72
1051853.6894,12100.65,5329.18,-4747.3,11324.88,27983.34,4659.84,13042.5,17616.85
1051853.6934,12125.68,5370.86,-4711.01,11339.24,27912.81,4398.54,12711.24,17514.18
1051853.6974,12107.66,5362.08,-4720.07,11321.93,27807.76,4080.87,12242.99,17347.86
1051853.7014,12083.48,5313.59,-4760.31,11300.28,27854.68,4265.45,12421.61,17455.87
1051853.7054,12061.07,5286.17,-4796.22,11279.01,27939.51,4612.78,12990.76,17632.53
1051853.7094,12063.65,5304.86,-4789.97,11265.9,27860.07,4396.11,12763.22,17544.27
1051853.7134,12078.81,5333.52,-4755.45,11282.87,27778.96,4076.67,12262.87,17415.95
1051853.7174,12108.76,5341.24,-4733.04,11318.59,27834.23,4213.62,12346.94,17484.48
1051853.7214,12066.27,5282.97,-4783.39,11287.6,27923.35,4583.45,12914.37,17658.81
1051853.7254,12068.94,5307.1,-4769.42,11288.31,27877.0,4456.19,12839.27,17610.03
1051853.7294,12108.23,5356.79,-4726.03,11313.2,27777.29,4073.24,12289.86,17457.63
1051853.7334,12103.03,5333.9,-4747.39,11296.27,27789.79,4098.56,12252.38,17508.51
1051853.7374,12095.74,5310.44,-4772.71,11293.13,27921.11,4519.32,12848.04,17718.56
1051853.7414,12098.22,5335.81,-4751.06,11310.1,27918.25,4536.58,12968.73,17738.49
1051853.7454,12093.31,5353.88,-4730.75,11310.86,27804.04,4150.34,12413.31,17560.39
1051853.7494,12111.0,5360.08,-4714.78,11335.09,27804.57,4102.14,12263.39,17528.63
1051853.7534,12099.36,5325.65,-4744.2,11314.49,27925.35,4483.56,12785.34,17714.79
1051853.7574,12088.06,5324.84,-4761.84,11287.64,27948.76,4593.56,13066.77,17761.57
1051853.7614,12103.37,5362.32,-4727.55,11301.09,27840.05,4210.76,12548.16,17587.09
1051853.7654,12117.82,5372.86,-4709.34,11323.17,27816.73,4076.77,12284.95,17517.81
1051853.7694,12137.37,5359.6,-4722.6,11335.85,27943.95,4433.01,12740.52,17691.95
1051853.7734,12107.09,5336.76,-4749.73,11316.44,27985.91,4651.83,13164.43,17796.66
1051853.7774,12118.25,5371.48,-4722.02,11322.02,27861.17,4283.62,12682.2,17610.41
1051853.7814,12117.34,5364.7,-4731.85,11299.71,27792.6,4051.92,12301.88,17488.43
1051853.7854,12064.6,5290.27,-4786.59,11275.82,27841.62,4295.06,12584.83,17590.0
1051853.7894,12070.85,5297.18,-4787.06,11284.11,27940.42,4617.64,13136.25,17745.54
1051853.7934,12075.38,5315.69,-4785.2,11255.65,27830.27,4305.36,12748.34,17607.5
1051853.7974,12096.64,5341.29,-4757.45,11271.76,27765.52,4030.85,12303.64,17497.49
1051853.8014,12083.34,5306.58,-4778.29,11276.15,27830.03,4231.45,12493.66,17583.04
1051853.8053,12060.93,5277.35,-4806.66,11264.66,27923.4,4589.08,13094.62,17725.37
