TimeStamp,P3,P4,F3,F4,FP1,I1,I2,FP2
1389993.9632,3518.06,12348.22,33562.57,32526.4,24314.17,27690.8,12165.5,8562.14
1389993.9652,3269.72,12371.73,33546.88,32525.26,24311.64,27665.43,12174.08,8553.94
1389993.9672,2622.94,12297.92,33524.52,32519.49,24314.07,27613.55,12051.87,8551.22
1389993.9692,2100.18,12204.6,33529.91,32535.08,24335.96,27567.44,11910.92,8569.05
1389993.9712,1983.5,12152.15,33568.43,32570.75,24377.11,27566.1,11832.29,8603.76
1389993.9732,2314.28,12159.25,33581.83,32571.84,24380.59,27597.0,11847.31,8607.29
1389993.9752,2773.19,12194.3,33578.45,32558.16,24362.76,27638.01,11932.8,8594.23
1389993.9772,3280.64,12271.5,33568.05,32544.62,24339.54,27674.11,12049.2,8561.37
1389993.9792,3508.28,12343.88,33565.57,32542.23,24332.29,27718.36,12161.73,8541.82
1389993.9812,3441.05,12408.88,33580.93,32567.22,24346.35,27745.58,12230.25,8558.23
1389993.9832,2909.42,12384.46,33584.07,32579.09,24359.23,27703.48,12156.68,8585.88
1389993.9852,2285.43,12270.36,33562.47,32561.12,24351.89,27605.16,11991.65,8599.23
1389993.9872,1979.16,12177.85,33574.3,32569.13,24375.39,27584.17,11867.1,8625.22
1389993.9889,2204.66,12168.69,33598.52,32585.82,24390.51,27610.02,11849.83,8640.81
1389993.9909,2619.65,12183.48,33596.09,32566.46,24373.77,27638.82,11900.33,8622.93
1389993.9929,3144.46,12245.56,33580.02,32540.13,24342.59,27665.09,12008.62,8592.61
1389993.9949,3470.47,12316.37,33566.86,32526.45,24326.47,27675.49,12121.82,8576.54
1389993.9969,3497.36,12362.29,33550.41,32519.39,24312.55,27675.92,12188.2,8564.14
1389993.9989,3075.08,12344.98,33526.09,32507.9,24302.68,27636.2,12139.08,8558.27
1389994.0009,2452.28,12280.85,33534.15,32529.17,24329.81,27610.45,12020.83,8584.12
1389994.0029,2022.74,12195.68,33556.56,32561.5,24360.04,27605.73,11903.43,8604.1
1389994.0049,2088.93,12161.4,33578.64,32589.68,24375.44,27597.62,11843.64,8605.53
1389994.0069,2455.62,12170.27,33580.97,32595.78,24369.72,27614.41,11873.29,8590.89
1389994.0089,2988.48,12241.32,33595.38,32604.89,24369.86,27670.29,11992.36,8584.69
1389994.0109,3414.2,12315.56,33585.55,32574.75,24346.55,27696.47,12109.04,8568.86
1389994.0129,3540.56,12365.1,33563.09,32533.22,24318.89,27700.14,12188.1,8553.98
1389994.0149,3266.95,12377.69,33548.5,32502.66,24310.88,27677.83,12186.34,8555.37
1389994.0169,2671.05,12321.04,33541.83,32502.85,24316.89,27626.42,12076.05,8567.57
1389994.0189,2117.3,12220.05,33545.16,32518.06,24340.2,27594.19,11928.8,8592.03
1389994.0209,2021.31,12170.03,33566.29,32552.91,24370.01,27603.68,11853.93,8619.45
1389994.0229,2321.39,12165.83,33570.48,32559.4,24371.05,27625.04,11861.95,8618.5
1389994.0249,2801.13,12200.98,33563.71,32554.87,24358.42,27657.04,11942.82,8593.75
1389994.0269,3295.95,12285.81,33571.1,32560.73,24351.74,27683.55,12065.84,8571.29
1389994.0289,3547.0,12351.9,33568.82,32548.05,24336.63,27705.58,12174.08,8560.18
1389994.0309,3427.89,12388.8,33561.28,32535.89,24328.57,27702.67,12218.38,8563.0
1389994.0329,2905.85,12356.33,33550.22,32526.54,24329.14,27660.33,12146.67,8568.1
1389994.0349,2267.79,12251.81,33546.12,32525.16,24341.73,27610.45,11990.45,8581.73
1389994.0369,1997.14,12177.9,33569.86,32555.3,24369.2,27600.58,11878.83,8612.54
1389994.0389,2188.73,12163.45,33583.55,32569.84,24375.82,27614.45,11853.98,8619.21
1389994.0409,2629.42,12186.0,33583.41,32575.18,24369.15,27645.54,11915.78,8603.19
1389994.0429,3140.64,12255.38,33583.45,32571.37,24356.61,27685.12,12031.94,8588.03
1389994.0449,3492.88,12327.96,33570.77,32553.96,24332.34,27718.12,12141.8,8555.84
1389994.0469,3508.04,12374.45,33565.1,32554.11,24318.6,27722.65,12192.3,8526.42
1389994.0489,3114.41,12370.97,33562.19,32547.95,24317.94,27686.55,12157.2,8539.15
1389994.0509,2468.16,12294.2,33560.47,32557.4,24337.15,27612.98,12025.5,8576.2
1389994.0529,2045.25,12207.22,33577.97,32585.82,24369.67,27595.09,11890.98,8619.74
1389994.0549,2101.52,12176.9,33596.57,32593.64,24390.22,27603.87,11842.63,8645.01
1389994.0569,2476.88,12183.48,33603.82,32577.95,24385.03,27631.48,11877.06,8633.95
1389994.0589,2991.82,12246.18,33610.73,32562.5,24364.95,27679.64,11988.07,8613.64
1389994.0609,3418.49,12316.85,33590.75,32529.64,24321.75,27713.25,12103.51,8571.01
1389994.0629,3539.04,12360.1,33557.8,32503.27,24289.66,27727.75,12181.66,8534.81
1389994.0649,3288.41,12374.93,33551.36,32508.38,24303.58,27694.66,12192.11,8547.12
1389994.0669,2690.27,12325.19,33546.83,32521.35,24337.91,27637.58,12085.39,8579.3
1389994.0689,2137.18,12228.3,33561.09,32553.01,24383.83,27597.0,11940.05,8620.93
1389994.0709,2032.23,12176.9,33585.03,32588.96,24416.64,27578.98,11855.13,8649.78
1389994.0729,2328.49,12169.08,33597.28,32588.53,24417.12,27591.95,11851.17,8644.72
1389994.0749,2809.1,12206.32,33593.71,32571.42,24399.95,27626.18,11924.55,8624.6
1389994.0769,3274.63,12268.97,33581.69,32554.49,24374.68,27651.6,12033.46,8586.55
1389994.0789,3536.94,12342.79,33577.4,32553.96,24360.23,27673.96,12142.33,8558.32
1389994.0809,3422.79,12378.79,33577.49,32560.21,24368.34,27676.87,12190.63,8570.1
1389994.0829,2919.01,12356.52,33575.63,32559.68,24370.39,27642.11,12127.54,8586.55
1389994.0849,2285.96,12267.02,33594.09,32574.94,24389.37,27611.97,11990.31,8616.16
1389994.0869,2030.95,12199.26,33624.56,32603.32,24418.12,27611.5,11888.31,8652.59
1389994.0889,2214.43,12183.48,33648.3,32618.1,24435.9,27627.85,11869.58,8679.01
1389994.0909,2662.37,12212.95,33646.83,32618.62,24436.81,27654.75,11927.99,8683.16
1389994.0929,3158.52,12276.56,33642.06,32613.76,24436.29,27693.56,12036.71,8669.81
1389994.0949,3535.08,12357.86,33629.37,32604.89,24428.08,27716.31,12156.39,8652.12
1389994.0969,3525.93,12394.95,33605.48,32586.77,24411.97,27713.68,12218.43,8627.56
1389994.0989,3157.19,12400.06,33594.28,32586.34,24403.1,27685.12,12188.72,8617.16
1389994.1009,2479.32,12305.45,33580.02,32584.72,24402.43,27631.52,12049.82,8622.6
1389994.1029,2060.84,12206.75,33589.27,32605.7,24431.04,27599.48,11906.2,8651.07
1389994.1049,2076.67,12157.68,33606.72,32623.01,24458.22,27600.91,11833.96,8677.25
1389994.1069,2499.87,12190.01,33630.8,32643.99,24474.19,27638.39,11883.4,8700.04
1389994.1089,3003.65,12258.25,33647.35,32642.8,24480.16,27686.12,11993.79,8698.32
1389994.1109,3466.08,12345.46,33643.87,32620.58,24461.27,27722.22,12123.97,8675.53
1389994.1129,3553.1,12377.41,33607.3,32578.0,24418.36,27713.11,12191.11,8644.49
1389994.1149,3332.66,12401.77,33597.47,32567.22,24412.35,27695.23,12200.93,8644.15
1389994.1169,2720.26,12362.15,33604.44,32589.87,24441.25,27668.53,12108.95,8665.99
1389994.1189,2196.26,12274.22,33616.79,32625.92,24466.47,27640.92,11966.33,8693.93
1389994.1209,2041.05,12198.02,33623.89,32635.26,24471.43,27612.69,11860.99,8700.85
1389994.1229,2355.05,12188.63,33631.66,32627.16,24461.32,27620.08,11861.71,8685.26
1389994.1249,2805.28,12224.82,33629.33,32622.15,24444.49,27644.54,11941.24,8656.69
1389994.1269,3313.59,12300.87,33624.46,32613.14,24424.79,27683.02,12063.6,8631.52
1389994.1289,3541.14,12363.2,33605.77,32588.39,24400.57,27699.04,12166.79,8618.88
1389994.1309,3446.15,12403.82,33595.76,32589.49,24392.51,27699.09,12214.57,8622.22
1389994.1329,2940.7,12402.87,33613.83,32604.27,24417.36,27690.13,12173.08,8657.12
1389994.1349,2350.9,12327.82,33636.76,32628.25,24456.46,27666.0,12044.05,8701.75
1389994.1369,2024.32,12214.14,33613.97,32602.36,24449.3,27613.21,11891.75,8692.22
1389994.1389,2199.22,12182.86,33615.78,32602.65,24453.07,27610.59,11844.06,8687.5
1389994.1409,2638.44,12218.19,33626.75,32605.37,24455.03,27653.41,11916.73,8686.11
1389994.1429,3148.46,12280.66,33620.79,32594.02,24433.33,27692.7,12032.46,8661.94
1389994.1449,3507.33,12364.77,33616.4,32588.82,24418.02,27720.5,12157.11,8648.49
1389994.1469,3529.12,12415.08,33614.73,32593.4,24415.4,27728.99,12232.02,8648.44
1389994.1489,3154.04,12415.12,33599.57,32589.25,24406.01,27695.33,12205.36,8642.34
1389994.1509,2508.16,12330.2,33597.76,32597.12,24419.84,27644.21,12060.26,8656.74
1389994.1529,2075.96,12231.49,33606.49,32611.56,24438.43,27610.5,11910.25,8670.86
1389994.1549,2103.62,12193.92,33627.66,32631.35,24457.55,27626.09,11860.04,8687.35
1389994.1569,2499.15,12213.28,33637.81,32631.97,24453.4,27658.23,11903.95,8681.68
1389994.1589,3001.4,12274.22,33652.26,32633.98,24447.06,27705.58,12015.96,8672.19
1389994.1609,3450.01,12352.28,33636.38,32617.95,24420.6,27727.56,12130.4,8637.81
1389994.1629,3548.05,12379.79,33597.19,32578.52,24384.69,27705.58,12186.48,8603.76
1389994.1649,3329.52,12412.36,33588.94,32581.48,24377.97,27675.68,12198.45,8609.3
1389994.1669,2711.15,12359.33,33587.17,32590.97,24388.03,27638.2,12096.6,8626.75
1389994.1689,2171.76,12255.72,33585.65,32594.16,24397.42,27600.2,11950.3,8636.95
1389994.1709,2019.45,12185.38,33598.9,32608.42,24411.82,27596.05,11853.7,8648.78
1389994.1729,2341.89,12195.02,33611.3,32612.38,24420.65,27625.99,11867.57,8653.55
1389994.1749,2803.99,12243.42,33621.84,32610.32,24428.28,27676.25,11959.79,8657.93
1389994.1769,3322.08,12330.1,33616.79,32607.46,24415.31,27706.58,12092.83,8648.63
1389994.1789,3557.54,12392.0,33606.01,32592.73,24397.52,27721.6,12195.54,8630.32
1389994.1809,3476.67,12435.1,33602.15,32588.87,24394.37,27717.55,12243.61,8621.17
1389994.1829,2951.77,12407.11,33601.24,32590.92,24402.43,27687.03,12174.08,8627.46
1389994.1849,2352.43,12317.85,33602.48,32596.26,24423.03,27644.21,12031.18,8647.3
1389994.1869,2051.74,12248.14,33632.09,32629.78,24460.75,27642.78,11929.94,8687.07
1389994.1889,2253.87,12235.93,33646.06,32650.71,24466.52,27663.04,11915.73,8694.36
1389994.1909,2660.66,12245.32,33641.01,32639.08,24450.69,27687.84,11966.52,8679.25
1389994.1929,3207.16,12319.71,33650.64,32635.84,24444.39,27730.42,12084.63,8674.29
1389994.1949,3530.69,12374.64,33623.75,32603.84,24404.24,27746.25,12184.29,8639.58
1389994.1969,3559.16,12410.31,33598.05,32582.76,24376.54,27742.06,12237.03,8618.17
1389994.1989,3151.7,12400.29,33581.74,32575.33,24366.52,27696.33,12193.63,8611.3
1389994.2009,2519.08,12321.04,33578.92,32581.43,24378.92,27633.86,12057.97,8622.36
1389994.2029,2063.66,12227.58,33596.95,32603.7,24410.82,27606.44,11926.75,8646.68
1389994.2049,2120.69,12197.4,33621.98,32628.78,24431.95,27628.81,11879.16,8657.03
1389994.2069,2496.43,12219.95,33637.91,32643.56,24440.34,27671.1,11922.07,8656.22
1389994.2089,3016.28,12276.94,33642.92,32644.18,24426.94,27704.72,12017.39,8638.24
1389994.2109,3444.67,12351.8,33631.52,32623.49,24403.62,27732.52,12140.47,8617.93
1389994.2129,3588.15,12404.59,33610.63,32595.11,24381.45,27737.43,12229.11,8610.39
1389994.2149,3319.69,12404.87,33580.93,32563.83,24364.57,27701.48,12219.81,8602.1
1389994.2169,2725.08,12352.23,33574.73,32555.54,24375.11,27657.61,12109.38,8609.11
1389994.2189,2170.28,12265.16,33590.37,32577.23,24408.06,27634.86,11977.91,8630.8
1389994.2209,2048.54,12206.75,33607.01,32605.13,24431.14,27608.4,11884.64,8655.12
1389994.2229,2349.04,12216.62,33626.75,32625.82,24442.48,27642.25,11901.81,8675.72
1389994.2249,2831.13,12255.43,33627.51,32619.38,24429.04,27680.59,11974.34,8667.18
1389994.2269,3312.21,12324.1,33620.27,32598.21,24406.25,27702.24,12085.63,8646.3
1389994.2289,3576.85,12395.29,33618.12,32589.44,24396.23,27724.79,12196.92,8637.62
1389994.2309,3480.15,12433.82,33611.11,32597.16,24394.32,27727.65,12237.17,8632.23
1389994.2329,2975.32,12404.87,33596.57,32597.02,24390.56,27692.85,12174.42,8629.9
1389994.2349,2363.3,12330.34,33617.31,32619.29,24422.89,27666.86,12048.68,8659.08
