TimeStamp,Code
1133280.3384,sw_1
1133281.1173,sw_1
1133282.9649,sw_1
1133283.5592,sw_1
1133285.4908,sw_1
1133286.5052,sw_1
1133289.3848,sw_1
1133291.5391,sw_1
1133292.5871,sw_1
1133293.9366,sw_1
1133294.3961,sw_1
1133295.136,sw_1
1133297.1813,sw_1
1133298.0145,sw_1
1133298.9877,sw_1
1133299.9091,sw_1
1133301.3139,sw_1
1133307.4399,sw_1
1133310.0424,sw_1
1133312.2982,sw_1
1133312.928,sw_1
1133313.3935,sw_1
1133316.3966,sw_1
1133317.1378,sw_1
1133318.2938,sw_1
1133318.8958,sw_1
