TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133110.3518,-2685.36,24493.36,11389.5,39908.08,37468.53,27882.1
1133110.3538,-2673.34,24453.74,11228.66,39889.77,37403.25,27836.37
1133110.3558,-2664.28,24424.7,11040.16,39874.84,37336.88,27802.28
1133110.3578,-2649.83,24429.56,10925.15,39882.62,37307.6,27802.04
1133110.3598,-2663.61,24478.63,11087.85,39908.22,37367.92,27842.81
1133110.3618,-2671.53,24511.77,11261.27,39927.63,37432.68,27883.53
1133110.3638,-2700.47,24528.94,11396.03,39930.97,37477.16,27905.9
1133110.3658,-2716.11,24548.91,11539.13,39939.93,37532.91,27935.17
1133110.3678,-2720.31,24524.12,11467.32,39929.25,37510.54,27918.58
1133110.3698,-2718.74,24488.6,11294.32,39908.84,37441.07,27867.75
1133110.3718,-2690.08,24454.98,11133.86,39897.3,37382.75,27828.27
1133110.3738,-2652.22,24424.41,10939.17,39892.11,37321.14,27802.23
1133110.3758,-2658.03,24466.66,11030.53,39914.18,37358.72,27831.46
1133110.3778,-2662.52,24512.2,11218.55,39929.92,37423.14,27870.85
1133110.3798,-2665.47,24529.41,11350.59,39933.35,37466.1,27897.89
1133110.3818,-2693.84,24552.25,11507.94,39945.18,37522.61,27928.07
1133110.3838,-2711.68,24533.75,11513.52,39932.16,37520.89,27917.29
1133110.3858,-2716.59,24494.32,11348.01,39914.33,37454.04,27873.57
1133110.3878,-2696.51,24473.62,11205.01,39907.17,37402.06,27839.23
1133110.3898,-2656.27,24428.32,10987.38,39888.05,37329.73,27802.66
1133110.3918,-2648.78,24448.25,10971.4,39901.88,37332.4,27815.73
1133110.3938,-2660.42,24503.85,11166.05,39927.15,37402.68,27859.02
1133110.3958,-2673.91,24523.12,11311.82,39930.78,37448.08,27880.24
1133110.3978,-2686.12,24544.91,11446.76,39937.88,37495.81,27909.66
1133110.3998,-2716.54,24550.2,11550.38,39943.18,37537.58,27929.17
1133110.4018,-2728.99,24502.85,11400.75,39917.62,37479.69,27889.92
1133110.4038,-2705.1,24485.83,11253.5,39911.08,37426.86,27857.59
1133110.4058,-2685.36,24437.38,11049.89,39884.62,37350.47,27809.58
1133110.4078,-2662.75,24415.59,10918.19,39879.23,37310.13,27796.51
1133110.4098,-2672.77,24473.34,11078.79,39908.94,37373.31,27840.28
1133110.4118,-2717.54,24512.1,11256.51,39925.58,37432.15,27876.19
1133110.4138,-2733.61,24536.99,11379.62,39936.21,37475.21,27904.37
1133110.4158,-2714.83,24560.88,11543.08,39944.8,37534.72,27938.18
1133110.4178,-2706.0,24522.74,11451.96,39921.77,37500.29,27916.1
1133110.4198,-2682.07,24487.21,11282.11,39899.45,37437.78,27869.42
1133110.4218,-2660.94,24450.5,11109.54,39886.77,37370.83,27827.27
1133110.4238,-2660.7,24427.56,10930.21,39880.81,37310.75,27805.76
1133110.4258,-2663.47,24468.85,11007.45,39905.12,37342.6,27832.23
1133110.4278,-2684.07,24506.24,11200.19,39920.91,37406.12,27867.65
1133110.4298,-2713.01,24524.45,11329.51,39931.02,37448.84,27891.11
1133110.4318,-2727.89,24560.65,11508.42,39947.75,37517.93,27930.93
1133110.4338,-2731.75,24537.61,11499.5,39931.68,37514.17,27921.87
1133110.4358,-2711.58,24496.46,11334.56,39907.75,37449.22,27875.62
1133110.4378,-2687.03,24476.39,11171.87,39896.97,37388.23,27841.29
1133110.4398,-2653.27,24448.59,10988.67,39887.91,37329.34,27815.92
1133110.4418,-2635.48,24457.46,10949.99,39899.26,37323.53,27819.35
1133110.4438,-2659.75,24509.19,11154.22,39931.21,37399.63,27865.84
1133110.4458,-2686.69,24522.74,11281.21,39926.06,37433.91,27882.05
1133110.4478,-2704.48,24549.34,11444.86,39940.84,37493.04,27915.77
1133110.4498,-2731.37,24551.39,11527.64,39936.36,37520.17,27925.45
1133110.4518,-2733.18,24514.63,11397.94,39913.85,37470.01,27888.11
1133110.4538,-2714.78,24473.96,11215.02,39896.06,37401.35,27844.15
1133110.4558,-2684.21,24440.96,11051.51,39885.91,37345.94,27811.91
1133110.4578,-2655.08,24422.27,10903.07,39877.99,37296.73,27789.83
1133110.4598,-2683.45,24474.96,11076.21,39903.6,37356.43,27828.12
1133110.4618,-2716.97,24514.63,11241.68,39921.0,37413.51,27864.6
1133110.4638,-2724.41,24539.81,11393.6,39937.21,37472.73,27900.89
1133110.4658,-2709.63,24557.74,11532.74,39952.0,37527.37,27934.46
1133110.4678,-2697.85,24518.83,11463.45,39927.39,37497.81,27907.61
1133110.4698,-2682.21,24469.95,11266.14,39900.69,37419.75,27851.2
1133110.4718,-2672.67,24458.36,11135.96,39901.31,37375.93,27827.41
1133110.4738,-2661.13,24432.61,10932.59,39897.83,37317.42,27804.85
1133110.4758,-2681.3,24464.37,11017.75,39914.66,37347.85,27828.08
1133110.4778,-2692.75,24507.72,11202.67,39931.11,37409.98,27866.08
1133110.4798,-2695.75,24532.03,11344.29,39935.4,37458.0,27893.12
1133110.4818,-2698.85,24551.11,11485.63,39943.13,37508.73,27923.06
1133110.4838,-2708.63,24537.18,11511.09,39939.22,37519.27,27926.59
1133110.4858,-2707.86,24494.65,11338.0,39915.47,37455.75,27882.87
1133110.4878,-2689.22,24469.81,11191.46,39901.45,37399.01,27845.91
1133110.4898,-2672.96,24426.75,10974.93,39881.76,37323.38,27808.62
1133110.4918,-2674.48,24440.34,10949.04,39892.49,37317.47,27816.11
1133110.4938,-2706.38,24493.32,11136.58,39917.86,37386.85,27858.07
1133110.4958,-2738.71,24525.22,11298.8,39933.73,37443.31,27888.11
1133110.4978,-2737.57,24546.34,11448.1,39943.41,37494.04,27918.49
1133110.4998,-2741.86,24554.92,11547.38,39943.37,37529.28,27934.75
1133110.5018,-2721.45,24507.48,11408.24,39922.86,37478.12,27899.03
1133110.5038,-2692.89,24484.35,11259.22,39919.29,37428.1,27867.65
1133110.5058,-2673.63,24453.83,11070.4,39899.26,37360.72,27831.13
1133110.5078,-2630.19,24444.92,10929.92,39896.16,37315.56,27818.06
1133110.5097,-2626.99,24493.13,11087.71,39923.72,37376.55,27859.45
1133110.5117,-2641.2,24521.83,11253.12,39933.83,37431.44,27888.02
1133110.5137,-2675.58,24539.81,11383.06,39938.41,37472.73,27904.94
1133110.5157,-2701.33,24567.03,11540.94,39951.33,37531.48,27937.51
1133110.5177,-2697.09,24520.21,11456.54,39923.05,37497.33,27909.23
1133110.5197,-2688.36,24476.2,11281.63,39901.07,37424.52,27860.22
1133110.5217,-2682.69,24451.26,11130.57,39893.3,37370.4,27826.17
1133110.5237,-2686.41,24428.99,10936.07,39890.91,37311.18,27805.52
1133110.5257,-2697.52,24469.71,11020.23,39915.18,37347.04,27835.42
1133110.5277,-2691.08,24505.52,11201.72,39927.49,37405.64,27869.18
1133110.5297,-2702.47,24513.25,11330.08,39928.3,37446.84,27887.68
1133110.5317,-2714.11,24540.14,11488.63,39940.84,37504.96,27919.68
1133110.5337,-2711.49,24526.07,11511.57,39934.02,37516.5,27919.82
1133110.5357,-2714.54,24483.73,11343.19,39914.99,37451.84,27878.14
1133110.5377,-2705.96,24459.98,11197.43,39901.55,37392.81,27838.14
1133110.5397,-2694.99,24424.17,10988.95,39888.01,37321.76,27799.09
1133110.5417,-2684.31,24442.72,10960.87,39905.98,37322.91,27810.86
1133110.5437,-2683.35,24493.03,11153.27,39928.73,37390.47,27852.59
1133110.5457,-2682.59,24522.83,11305.91,39937.93,37441.54,27880.29
1133110.5477,-2693.27,24543.43,11439.28,39948.66,37490.09,27908.76
1133110.5497,-2715.11,24545.86,11548.23,39942.27,37522.51,27922.49
1133110.5517,-2718.21,24504.9,11403.23,39912.56,37465.2,27880.96
1133110.5537,-2690.6,24476.96,11252.93,39901.5,37407.93,27845.29
1133110.5557,-2682.88,24440.34,11065.34,39888.67,37340.36,27807.81
1133110.5577,-2677.06,24426.89,10928.78,39888.39,37299.83,27794.36
1133110.5597,-2671.96,24475.53,11080.41,39916.42,37359.91,27833.89
1133110.5617,-2685.21,24507.0,11252.83,39927.68,37418.75,27868.61
1133110.5637,-2688.22,24528.89,11373.09,39930.06,37456.33,27890.16
1133110.5657,-2683.5,24552.4,11542.37,39940.22,37520.79,27926.5
1133110.5677,-2673.63,24525.22,11473.13,39930.63,37499.19,27914.48
1133110.5697,-2696.28,24468.62,11288.45,39895.59,37421.37,27860.55
1133110.5717,-2691.41,24440.91,11118.7,39879.85,37354.33,27820.16
1133110.5737,-2673.82,24419.84,10946.13,39881.09,37304.45,27798.75
1133110.5757,-2659.85,24468.57,11018.9,39913.85,37343.51,27833.18
1133110.5777,-2677.01,24506.67,11206.06,39932.11,37409.26,27870.99
1133110.5797,-2692.08,24520.78,11327.6,39933.26,37447.03,27892.35
1133110.5817,-2700.38,24556.74,11509.75,39952.33,37517.12,27933.46
1133110.5837,-2707.29,24528.84,11510.61,39933.4,37517.46,27927.31
1133110.5857,-2714.35,24480.39,11344.96,39906.65,37450.6,27882.29
1133110.5877,-2687.79,24458.36,11176.64,39891.63,37384.09,27837.42
1133110.5897,-2660.85,24432.66,11000.68,39883.43,37325.53,27806.43
1133110.5917,-2670.15,24444.49,10949.04,39890.63,37311.46,27804.52
1133110.5937,-2688.46,24509.24,11162.04,39923.29,37388.71,27850.3
1133110.5957,-2687.65,24532.61,11307.53,39933.02,37435.15,27879.05
1133110.5977,-2693.13,24561.46,11467.65,39940.12,37489.61,27909.85
1133110.5997,-2686.21,24561.36,11546.66,39930.25,37515.12,27915.91
1133110.6017,-2650.88,24521.5,11421.87,39907.27,37463.0,27878.24
1133110.6037,-2618.84,24478.53,11238.77,39888.15,37389.71,27828.27
1133110.6057,-2588.32,24461.22,11090.52,39885.43,37336.88,27801.61
1133110.6077,-2561.66,24462.75,10942.98,39890.68,37294.11,27793.6
1133110.6097,-2587.89,24514.44,11112.83,39919.86,37359.43,27836.9
1133110.6117,-2594.19,24552.49,11282.83,39933.16,37418.99,27871.04
1133110.6137,-2602.15,24573.9,11422.35,39936.83,37463.86,27896.17
1133110.6157,-2628.66,24587.3,11552.96,39938.12,37511.16,27921.01
1133110.6177,-2635.29,24572.09,11508.08,39928.92,37498.96,27911.86
1133110.6197,-2605.96,24517.68,11310.24,39895.49,37415.89,27850.44
1133110.6217,-2557.66,24498.13,11174.78,39887.05,37369.45,27821.97
1133110.6237,-2524.47,24468.85,10966.97,39880.28,37304.17,27796.51
1133110.6257,-2547.31,24493.51,11035.35,39893.35,37325.58,27811.63
1133110.6277,-2560.0,24538.47,11224.13,39917.76,37396.24,27856.69
1133110.6297,-2571.58,24564.56,11367.51,39925.53,37443.59,27882.72
1133110.6317,-2590.9,24588.16,11508.32,39933.26,37495.76,27906.04
1133110.6337,-2621.46,24586.63,11547.57,39929.11,37510.97,27909.95
1133110.6357,-2622.37,24547.72,11379.43,39907.32,37448.12,27865.79
1133110.6377,-2576.35,24517.73,11238.53,39897.49,37396.39,27833.23
1133110.6397,-2542.35,24475.01,11025.14,39876.42,37315.42,27789.21
1133110.6417,-2533.29,24493.89,10991.86,39890.06,37309.22,27799.9
1133110.6437,-2540.06,24548.01,11179.31,39920.57,37381.84,27846.53
1133110.6457,-2545.26,24573.42,11329.51,39922.81,37428.19,27869.7
1133110.6477,-2573.3,24585.06,11468.32,39927.39,37477.45,27894.69
1133110.6497,-2560.09,24599.27,11585.9,39934.54,37521.18,27918.63
1133110.6517,-2557.56,24548.34,11447.34,39907.89,37466.72,27882.87
1133110.6537,-2566.43,24514.11,11280.92,39888.53,37398.77,27836.85
1133110.6557,-2548.27,24492.27,11107.35,39882.86,37342.51,27804.19
1133110.6577,-2509.17,24486.97,10967.3,39889.25,37303.74,27795.79
1133110.6597,-2518.65,24520.92,11106.78,39905.98,37351.8,27826.12
1133110.6617,-2530.34,24550.58,11274.91,39913.61,37404.64,27855.26
1133110.6637,-2531.48,24572.61,11409.47,39922.39,37452.99,27883.77
1133110.6657,-2554.27,24594.07,11565.16,39932.54,37509.26,27915.19
1133110.6677,-2576.3,24554.78,11498.36,39908.94,37478.4,27886.92
1133110.6697,-2577.78,24519.49,11326.93,39890.96,37411.84,27842.33
1133110.6717,-2563.95,24489.69,11165.86,39875.32,37352.09,27801.14
1133110.6737,-2560.81,24460.46,10967.07,39868.17,37288.19,27773.72
1133110.6757,-2580.02,24499.8,11037.64,39892.87,37319.66,27799.75
1133110.6777,-2593.37,24538.47,11228.09,39909.08,37384.51,27836.56
1133110.6797,-2606.11,24549.15,11360.93,39914.47,37426.52,27858.98
1133110.6817,-2604.44,24583.49,11520.82,39930.01,37488.51,27898.6
1133110.6837,-2601.24,24567.08,11545.99,39915.38,37496.38,27893.69
1133110.6857,-2603.29,24522.07,11377.24,39892.06,37433.1,27849.01
1133110.6877,-2591.37,24498.94,11230.99,39885.19,37380.18,27815.97
1133110.6897,-2559.76,24446.59,11014.03,39861.64,37303.26,27772.33
1133110.6917,-2525.9,24451.88,10961.34,39865.31,37287.62,27771.81
1133110.6937,-2546.6,24502.9,11153.41,39891.25,37356.48,27815.01
1133110.6957,-2582.26,24527.74,11305.48,39898.4,37404.92,27840.19
1133110.6977,-2603.58,24556.93,11443.33,39914.85,37459.47,27878.67
1133110.6997,-2619.41,24561.55,11562.4,39918.0,37506.49,27900.03
1133110.7017,-2622.99,24516.35,11423.4,39889.48,37448.89,27857.83
1133110.7037,-2613.88,24484.69,11259.6,39870.03,37382.61,27815.44
1133110.7057,-2595.62,24443.96,11074.12,39854.82,37314.13,27781.35
1133110.7077,-2576.92,24423.89,10927.96,39849.52,37264.73,27766.42
1133110.7097,-2570.39,24471.14,11072.88,39875.99,37316.95,27803.57
1133110.7117,-2593.04,24497.32,11241.96,39882.43,37372.31,27830.32
1133110.7137,-2608.01,24526.36,11375.05,39897.35,37425.86,27863.17
1133110.7157,-2632.33,24557.12,11552.29,39923.58,37501.96,27904.47
1133110.7177,-2659.23,24502.28,11462.64,39887.67,37459.81,27867.94
1133110.7197,-2652.26,24462.13,11295.51,39866.26,37393.29,27821.88
1133110.7217,-2670.57,24433.81,11134.44,39856.82,37333.64,27783.92
1133110.7237,-2684.97,24399.43,10944.99,39845.28,37270.98,27753.88
1133110.7257,-2695.37,24428.9,10987.86,39861.64,37292.58,27781.16
1133110.7277,-2676.82,24473.57,11177.97,39878.75,37362.44,27822.12
1133110.7297,-2640.68,24495.03,11308.53,39886.57,37406.64,27847.25
1133110.7317,-2648.69,24510.39,11472.8,39889.67,37463.34,27878.19
1133110.7337,-2671.48,24497.61,11496.83,39889.25,37480.88,27888.49
1133110.7357,-2695.7,24443.34,11328.65,39856.87,37411.84,27839.71
1133110.7377,-2668.86,24411.49,11160.85,39842.71,37345.22,27797.75
1133110.7397,-2665.42,24378.54,10980.61,39830.31,37283.62,27765.71
1133110.7417,-2674.1,24385.26,10911.28,39835.93,37264.4,27767.47
1133110.7437,-2680.25,24436.76,11107.78,39859.82,37333.16,27811.29
1133110.7457,-2686.98,24465.18,11256.6,39872.13,37387.57,27844.24
1133110.7477,-2715.21,24483.25,11404.52,39877.66,37439.97,27870.37
1133110.7497,-2733.04,24485.88,11500.5,39876.75,37473.35,27880.53
1133110.7517,-2704.57,24457.17,11395.27,39865.64,37439.73,27856.54
1133110.7537,-2683.5,24418.02,11210.73,39847.33,37371.02,27813.49
1133110.7557,-2696.42,24386.98,11059.14,39834.69,37312.46,27778.06
1133110.7577,-2675.96,24365.86,10891.34,39827.49,37258.53,27756.98
1133110.7597,-2669.95,24421.74,11056.62,39865.93,37328.3,27804.04
1133110.7617,-2679.78,24448.49,11216.31,39876.89,37380.99,27830.89
1133110.7637,-2735.71,24459.51,11343.77,39870.65,37415.13,27848.06
1133110.7657,-2787.78,24473.81,11478.76,39874.22,37465.29,27873.95
1133110.7677,-2779.29,24449.78,11438.18,39862.69,37449.36,27860.79
1133110.7697,-2736.28,24410.97,11254.74,39844.61,37377.98,27816.49
1133110.7717,-2705.15,24380.69,11112.12,39830.98,37325.72,27780.63
1133110.7737,-2694.42,24337.58,10892.63,39816.38,37254.1,27743.15
1133110.7757,-2681.83,24394.94,10972.17,39848.09,37294.96,27779.3
1133110.7777,-2697.8,24447.3,11167.38,39876.42,37368.59,27826.17
1133110.7797,-2725.46,24464.51,11309.29,39881.38,37413.79,27851.2
1133110.7817,-2738.48,24485.64,11451.82,39892.92,37462.76,27881.2
1133110.7837,-2753.59,24469.57,11492.78,39879.18,37470.35,27877.86
1133110.7857,-2758.22,24415.93,11317.4,39844.57,37397.44,27828.27
1133110.7877,-2756.26,24385.17,11165.05,39831.31,37340.41,27793.03
1133110.7897,-2720.59,24357.08,10962.3,39822.3,37279.75,27764.04
1133110.7917,-2714.73,24369.34,10911.7,39834.65,37271.74,27771.0
1133110.7937,-2712.92,24405.05,11083.41,39850.53,37327.96,27803.62
1133110.7957,-2696.99,24431.28,11237.57,39858.87,37377.74,27832.51
1133110.7977,-2709.68,24453.12,11382.72,39866.07,37430.2,27862.36
1133110.7997,-2710.77,24460.46,11496.02,39873.27,37473.35,27886.25
1133110.8017,-2711.01,24419.22,11372.38,39853.72,37427.91,27856.16
1133110.8037,-2720.4,24384.22,11205.91,39833.12,37359.05,27805.0
1133110.8057,-2709.96,24351.98,11028.96,39813.95,37291.34,27761.41
1133110.8077,-2706.48,24343.26,10884.81,39819.29,37252.91,27753.31
1133110.8097,-2705.77,24402.34,11038.26,39860.68,37324.91,27807.86
1133110.8117,-2723.27,24433.76,11207.15,39872.7,37382.85,27841.76
1133110.8137,-2745.49,24447.4,11333.85,39875.61,37422.23,27861.88
1133110.8157,-2745.58,24480.68,11504.79,39898.73,37490.42,27898.7
1133110.8177,-2757.55,24436.81,11439.09,39866.83,37457.38,27862.84
1133110.8197,-2768.61,24390.75,11260.84,39843.09,37382.8,27812.44
1133110.8217,-2764.32,24367.14,11110.69,39836.51,37329.96,27778.2
1133110.8237,-2741.19,24348.6,10917.81,39834.17,37273.17,27760.65
1133110.8257,-2739.43,24378.97,10971.6,39853.86,37297.44,27782.92
1133110.8277,-2757.84,24427.8,11162.38,39872.22,37361.2,27821.59
1133110.8297,-2765.56,24434.9,11285.97,39866.88,37397.58,27841.0
1133110.8317,-2750.64,24451.83,11434.84,39875.94,37452.56,27871.66
1133110.8337,-2755.26,24440.77,11480.33,39871.27,37469.11,27876.33
1133110.8357,-2768.37,24409.3,11324.69,39856.72,37415.51,27843.76
1133110.8377,-2786.49,24377.54,11163.76,39831.02,37343.98,27790.6
1133110.8397,-2738.86,24340.54,10960.63,39814.1,37271.41,27755.17
1133110.8417,-2702.57,24343.02,10899.12,39821.82,37258.3,27756.89
1133110.8437,-2702.9,24394.56,11084.61,39846.71,37329.2,27803.38
1133110.8457,-2717.92,24422.74,11242.34,39857.11,37383.47,27837.04
1133110.8477,-2749.87,24442.25,11366.42,39861.87,37424.28,27860.17
1133110.8497,-2773.38,24450.59,11487.49,39859.11,37464.72,27877.76
1133110.8517,-2761.17,24406.39,11360.89,39838.13,37416.13,27845.2
1133110.8537,-2742.15,24370.82,11198.67,39821.68,37355.38,27805.24
