Timestamp,Event
1686584286536,Start
1686584286536,Spacebar
1686584287034,Spacebar
1686584287440,Spacebar
1686584287795,Spacebar
1686584288350,Spacebar
1686584288655,Spacebar
1686584289309,Spacebar
1686584289567,Spacebar
1686584290007,Spacebar
1686584290250,Spacebar
1686584290538,Spacebar
1686584291220,Spacebar
1686584291408,Spacebar
1686584291599,Spacebar
1686584291783,Spacebar
1686584292525,Spacebar
1686584293002,Spacebar
1686584293166,Spacebar
1686584293299,Spacebar
1686584293437,Spacebar
1686584293512,Over
1686584293569,Spacebar
1686584293722,Spacebar
1686584295707,Start
1686584296162,Spacebar
1686584296694,Spacebar
1686584297161,Spacebar
1686584297724,Spacebar
1686584298108,Spacebar
1686584298675,Spacebar
1686584298833,Spacebar
1686584298941,Spacebar
1686584299076,Spacebar
1686584299195,Spacebar
1686584299318,Spacebar
1686584299348,Over
1686584299454,Spacebar
1686584300705,Start
1686584301083,Spacebar
1686584301666,Spacebar
1686584301857,Spacebar
1686584302224,Spacebar
1686584302684,Spacebar
1686584303317,Spacebar
1686584303733,Spacebar
1686584303872,Spacebar
1686584303990,Spacebar
1686584304106,Spacebar
1686584304233,Spacebar
1686584304346,Over
1686584304357,Spacebar
1686584304488,Spacebar
1686584305335,Start
1686584305645,Spacebar
1686584306104,Spacebar
1686584306288,Spacebar
1686584306428,Spacebar
1686584306560,Spacebar
1686584306690,Spacebar
1686584306817,Spacebar
1686584307677,Over
1686584307685,Spacebar
1686584307849,Spacebar
1686584308717,Start
1686584309054,Spacebar
1686584309452,Spacebar
1686584309971,Spacebar
1686584310404,Spacebar
1686584310575,Spacebar
1686584310733,Spacebar
1686584311150,Spacebar
1686584311884,Spacebar
1686584312601,Spacebar
1686584312958,Spacebar
1686584313117,Spacebar
1686584313282,Spacebar
1686584313403,Spacebar
1686584314050,Spacebar
1686584314512,Spacebar
1686584314687,Spacebar
1686584314834,Spacebar
1686584315001,Spacebar
1686584315128,Spacebar
1686584315267,Spacebar
1686584316025,Spacebar
1686584316434,Spacebar
1686584316641,Spacebar
1686584316829,Spacebar
1686584317450,Spacebar
1686584317906,Spacebar
1686584318056,Spacebar
1686584318184,Spacebar
1686584318320,Spacebar
1686584318450,Spacebar
1686584318512,Over
1686584318570,Spacebar
1686584318739,Spacebar
1686584319733,Start
1686584320061,Spacebar
1686584320585,Spacebar
1686584320992,Spacebar
1686584321411,Spacebar
1686584321700,Spacebar
1686584322161,Spacebar
1686584322319,Spacebar
1686584322471,Spacebar
1686584322621,Spacebar
1686584323500,Spacebar
1686584323511,Over
1686584323704,Spacebar
1686584324994,Start
1686584325268,Spacebar
1686584325749,Spacebar
1686584326184,Spacebar
1686584326836,Spacebar
1686584327246,Spacebar
1686584327507,Spacebar
1686584327679,Over
1686584329023,Start
1686584329318,Spacebar
1686584329779,Spacebar
1686584330138,Spacebar
1686584330429,Spacebar
1686584330767,Spacebar
1686584331278,Spacebar
1686584331492,Spacebar
1686584331669,Spacebar
1686584331818,Spacebar
1686584332295,Spacebar
1686584332650,Spacebar
1686584333404,Spacebar
1686584333708,Spacebar
1686584333903,Spacebar
1686584334239,Spacebar
1686584335038,Spacebar
1686584335433,Spacebar
1686584335594,Spacebar
1686584335758,Spacebar
1686584335900,Spacebar
1686584336050,Spacebar
