Timestamp,Event
1686189303508,Start
1686189303508,Spacebar
1686189304184,Spacebar
1686189304495,Spacebar
1686189304642,Spacebar
1686189304775,Spacebar
1686189304883,Spacebar
1686189304997,Spacebar
1686189305106,Spacebar
1686189305195,Over
1686189305212,Spacebar
1686189307021,Start
1686189307509,Spacebar
1686189307992,Spacebar
1686189308376,Spacebar
1686189308612,Spacebar
1686189308787,Spacebar
1686189308929,Spacebar
1686189309271,Spacebar
1686189309688,Spacebar
1686189310153,Spacebar
1686189310845,Spacebar
1686189311396,Spacebar
1686189311949,Spacebar
1686189312230,Spacebar
1686189312391,Spacebar
1686189312529,Spacebar
1686189312678,Spacebar
1686189313219,Spacebar
1686189313655,Spacebar
1686189313924,Spacebar
1686189314071,Spacebar
1686189314213,Spacebar
1686189314346,Spacebar
1686189314872,Spacebar
1686189315212,Spacebar
1686189316062,Spacebar
1686189316379,Spacebar
1686189316979,Spacebar
1686189317206,Spacebar
1686189317479,Spacebar
1686189317936,Spacebar
1686189318080,Spacebar
1686189318229,Spacebar
1686189318356,Spacebar
1686189318480,Spacebar
1686189319302,Spacebar
1686189319654,Spacebar
1686189320045,Spacebar
1686189320231,Spacebar
1686189320554,Spacebar
1686189320717,Spacebar
1686189320846,Spacebar
1686189321005,Spacebar
1686189321828,Spacebar
1686189322299,Spacebar
1686189322921,Spacebar
1686189323096,Spacebar
1686189323252,Spacebar
1686189323391,Spacebar
1686189323554,Spacebar
1686189323934,Spacebar
1686189324268,Spacebar
1686189324454,Spacebar
1686189324920,Spacebar
1686189325384,Spacebar
1686189325780,Spacebar
1686189325957,Spacebar
1686189326117,Spacebar
1686189326877,Over
1686189328071,Start
1686189328546,Spacebar
1686189329059,Spacebar
1686189329313,Spacebar
1686189329850,Spacebar
1686189330412,Spacebar
1686189330591,Spacebar
1686189330731,Spacebar
1686189330878,Spacebar
1686189331753,Spacebar
1686189332199,Spacebar
1686189332390,Spacebar
1686189332549,Spacebar
1686189333053,Spacebar
1686189333399,Spacebar
1686189333752,Spacebar
1686189334108,Spacebar
1686189334437,Spacebar
1686189334622,Spacebar
1686189334962,Spacebar
1686189335124,Spacebar
1686189336115,Spacebar
1686189336126,Over
1686189336295,Spacebar
1686189337556,Start
1686189338475,Spacebar
1686189339011,Spacebar
